timestamp,sensorName,valueX,valueY,valueZ
1625928083759,Gyroscope,-0.0550232942933587,-0.21831142916689095,-0.04357263117407852
1625928083763,Gyroscope,-0.46868051091755203,-0.6415093064426585,-0.08097890655142827
1625928083766,Gyroscope,-0.9303450975854023,-1.3541592996377279,-0.11151935986262781
1625928083771,Gyroscope,-1.324238979825121,-2.117336639685399,-0.16685191483121783
1625928083774,Gyroscope,-1.479799154524518,-2.440231253331795,-0.25566516994836275
1625928083779,Gyroscope,-1.3591429370651409,-2.170357135285838,-0.32067376253202295
1625928083783,Gyroscope,-1.061527960131967,-1.6061553290832253,-0.32170199799545685
1625928083787,Gyroscope,-0.7176746703064818,-1.1349387079066982,-0.2865834377618549
1625928083790,Gyroscope,-0.4358343979142828,-0.873194629021017,-0.22731042045715227
1625928083794,Gyroscope,-0.2972890160575855,-0.7161726249063354,-0.12362877787480095
1625928083799,Gyroscope,-0.3379548026792052,-0.6879564433980864,-0.02873627272145804
1625928083803,Gyroscope,-0.5170387055220786,-0.9585431296001661,-0.046386770777327266
1625928083806,Gyroscope,-0.7251975636152439,-1.454100378064829,-0.17613145384153073
1625928083810,Gyroscope,-0.8530692963863041,-1.8211534977496155,-0.30355003355412546
1625928083815,Gyroscope,-0.8560259253902835,-1.8567131899402152,-0.3388424566726237
1625928083819,Gyroscope,-0.7518324396024383,-1.6446499276627184,-0.282494215624801
1625928083822,Gyroscope,-0.5854391416083774,-1.3185862185428707,-0.19397884535924168
1625928083826,Gyroscope,-0.41440537862262944,-1.0079627512483207,-0.14462798384270992
1625928083831,Gyroscope,-0.29739306778391994,-0.8718191774211472,-0.14262694978424448
1625928083835,Gyroscope,-0.26491457004769575,-0.9130147206595427,-0.09722823369749967
1625928083839,Gyroscope,-0.305321277826951,-0.9428540998912891,0.05451640137825155
1625928083842,Gyroscope,-0.38560209037888576,-0.8981844343627623,0.2087651263498161
1625928083846,Gyroscope,-0.4738124987882282,-0.9538288726935398,0.20805600966895405
1625928083850,Gyroscope,-0.5382634574406563,-1.1964060138323769,0.06830463501493692
1625928083854,Gyroscope,-0.5450252299846199,-1.4250157195163622,-0.043634951024325186
1625928083858,Gyroscope,-0.47582822071111724,-1.4029381519338204,-0.03520721768602983
1625928083862,Gyroscope,-0.34645329284139414,-1.1497855832792283,0.039377787833491835
1625928083866,Gyroscope,-0.19486201938057285,-0.8645150658012094,0.10901887323136127
1625928083870,Gyroscope,-0.05548532843960311,-0.6501915295419292,0.16123884813494238
1625928083875,Gyroscope,0.03672478930542291,-0.48557894381288397,0.18892355228990637
1625928083878,Gyroscope,0.03095065620937188,-0.4398439399120726,0.17047540728683797
1625928083882,Gyroscope,-0.10263779499982187,-0.6433837408313287,0.1203030457782588
