Unnamed: 0,statusId,sensorName,valueX,valueY,valueZ,timestamp
497,146,Accelerometer,0.17372054696945477,0.0007674920946747314,-0.05219579540638784,1550750356798
499,146,Accelerometer,0.2414848643797389,0.026393392789781325,-0.06522131722149883,1550750356800
501,146,Accelerometer,0.2766697805308582,0.03869927867027614,-0.0811275067475288,1550750356802
503,146,Accelerometer,0.2968835347238979,0.036785730151279436,-0.1151656597055829,1550750356804
505,146,Accelerometer,0.3704906697487813,0.025328541227764845,-0.16631809870887185,1550750356805
507,146,Accelerometer,0.5374157495833745,0.004455101159933478,-0.20815736244858207,1550750356808
509,146,Accelerometer,0.7416275863054334,-0.02466366543473132,-0.22588911088716843,1550750356810
511,146,Accelerometer,0.8983206193353241,-0.05446591478179663,-0.23354230357614864,1550750356812
513,146,Accelerometer,1.0034843015024206,-0.08119782691289298,-0.2497549015382161,1550750356814
516,146,Accelerometer,1.099855122301017,-0.10861605891815196,-0.2759583594222264,1550750356815
518,146,Accelerometer,1.1748712519164097,-0.13253396489073216,-0.2935715349125016,1550750356818
520,146,Accelerometer,1.1877278098992643,-0.13685724147884312,-0.2780367890262189,1550750356820
522,146,Accelerometer,1.158660949851879,-0.11529612832134088,-0.22404133247903146,1550750356822
523,146,Accelerometer,1.1449128337188519,-0.08433872833735472,-0.14897963532640723,1550750356824
525,146,Accelerometer,1.1608447594247733,-0.06759278176449957,-0.07210181419998352,1550750356826
527,146,Accelerometer,1.1808034564972372,-0.07572844724887136,-0.009934086021963065,1550750356827
529,146,Accelerometer,1.1906183997327466,-0.10119899187177461,0.020370731260738927,1550750356830
531,146,Accelerometer,1.1971762856592092,-0.12322596653556081,0.015894942613446452,1550750356832
533,146,Accelerometer,1.2029206264880212,-0.12114361518055392,-0.014825845945578517,1550750356834
535,146,Accelerometer,1.1915089443532194,-0.09245741869622558,-0.07774842510023862,1550750356836
537,146,Accelerometer,1.1375575542925693,-0.0548389560428702,-0.18093983877222602,1550750356837
539,146,Accelerometer,1.0253830014622718,-0.023860451390174377,-0.29792161908744214,1550750356840
541,146,Accelerometer,0.8614701820261708,0.003022582892579856,-0.38323102680940235,1550750356842
543,146,Accelerometer,0.6768514504266065,0.032099687523870477,-0.4186971585344303,1550750356844
545,146,Accelerometer,0.51392751542665,0.056302892484512666,-0.41606475808723653,1550750356846
547,146,Accelerometer,0.4012753016581696,0.06569662149985547,-0.3877543692566784,1550750356848
549,146,Accelerometer,0.34117361750347475,0.06333701511729836,-0.3396865978279051,1550750356849
551,146,Accelerometer,0.32007072471196824,0.058473335006436714,-0.2876519720625588,1550750356852
553,146,Accelerometer,0.3248955065215119,0.053533756638632884,-0.2582585382627319,1550750356854
555,146,Accelerometer,0.35015495036687216,0.04672198254231586,-0.25914725948985434,1550750356856
