Unnamed: 0.1,Unnamed: 0,tusId,sensorName,valueX,valueY,valueZ,timestamp
1013,1013,350,Accelerometer,-0.29156195308465394,-0.14747003815766369,-0.3790245162024122,1568181808926
1015,1015,350,Accelerometer,-0.2926426042279474,-0.1036138598968702,-0.4570097026074289,1568181808928
1017,1017,350,Accelerometer,-0.29578206795663553,-0.05294880204695008,-0.5679358756216681,1568181808930
1019,1019,350,Accelerometer,-0.29556999872251777,-0.006542273505739708,-0.6869106086178902,1568181808932
1022,1022,350,Accelerometer,-0.2703666454644791,0.023517545315046143,-0.7689106146379374,1568181808934
1024,1024,350,Accelerometer,-0.20203467196738817,0.04176896455393031,-0.8097619208639923,1568181808936
1025,1025,350,Accelerometer,-0.10790557773476492,0.06080687178491663,-0.8350971100055697,1568181808937
1027,1027,350,Accelerometer,-0.01659134483788003,0.08469488237923335,-0.8564272275978972,1568181808940
1029,1029,350,Accelerometer,0.09972852803193112,0.095340708189532,-0.8718064572674218,1568181808942
1031,1031,350,Accelerometer,0.31432521059381674,0.05868445390336481,-0.8949672723965103,1568181808944
1033,1033,350,Accelerometer,0.6281464792962463,-0.025409183801913766,-0.9502922232456098,1568181808946
1036,1036,350,Accelerometer,0.9152495658181542,-0.07744549803900595,-1.0393542145946537,1568181808947
1037,1037,350,Accelerometer,0.09972852803193112,0.012556220815088054,-1.1355158459684704,1568181808950
1039,1039,350,Accelerometer,0.9825584069738403,0.27059587495434034,-1.2108376500458253,1568181808952
1041,1041,350,Accelerometer,0.8050831916545993,0.6122618852844511,-1.2540449759104506,1568181808954
1043,1043,350,Accelerometer,0.5581725001731324,0.9491144710102922,-1.2637935809398828,1568181808956
1045,1045,350,Accelerometer,0.2833292475356572,1.2775430654939763,-1.2290508246801677,1568181808958
1047,1047,350,Accelerometer,0.050326786194356016,1.6354431635072912,-1.129534386287275,1568181808960
1049,1049,350,Accelerometer,-0.07193047548523153,2.0123583793108137,-0.9797817988318078,1568181808962
1051,1051,350,Accelerometer,-0.0569281549591786,2.3481122419212905,-0.8496346286404836,1568181808964
1053,1053,350,Accelerometer,0.09131616630416799,2.5964907087418694,-0.7872579245011129,1568181808966
1055,1055,350,Accelerometer,0.3493232317452958,2.737973847893418,-0.7440432653235347,1568181808968
1057,1057,350,Accelerometer,0.6508946728179303,2.7528594981109062,-0.6374577699323609,1568181808970
1059,1059,350,Accelerometer,0.9083120710878192,2.6292164708954813,-0.44807747818633237,1568181808972
1061,1061,350,Accelerometer,1.1073818021280397,2.35617115765769,-0.176401926961809,1568181808974
1063,1063,350,Accelerometer,1.3322678532352694,1.906808273661437,0.22164144838259678,1568181808975
1065,1065,350,Accelerometer,1.6253186450904358,1.3245308094462223,0.7367660418850372,1568181808978
1067,1067,350,Accelerometer,1.9013104502937288,0.7592718849467864,1.2380568138997163,1568181808980
1069,1069,350,Accelerometer,2.1187009075110605,0.2568985565503351,1.6286359073628214,1568181808982
1071,1071,350,Accelerometer,2.434842609295325,-0.35544482733687516,1.9537891911617016,1568181808984
1073,1073,350,Accelerometer,3.033906674863048,-1.1934879917740748,2.2763035970455756,1568181808986
1075,1075,350,Accelerometer,3.8498559155471375,-2.081669568485343,2.588433050626688,1568181808988
1077,1077,350,Accelerometer,4.551095439300596,-2.726698857558941,2.871748203223446,1568181808990
1079,1079,350,Accelerometer,4.802246269656788,-2.9968522489960296,3.113254905350731,1568181808992
1082,1082,350,Accelerometer,4.545978296325577,-2.965873760259245,3.2676494587553027,1568181808994
1084,1084,350,Accelerometer,4.010445026991934,-2.7613316167748536,3.279641549167149,1568181808996
1085,1085,350,Accelerometer,3.443950398532672,-2.4371186507291625,3.1425530734571927,1568181808998
1087,1087,350,Accelerometer,2.921283177217587,-1.9886534579507835,2.9164011309430506,1568181808999
1089,1089,350,Accelerometer,2.3761516555868623,-1.3912886012261274,2.668961507185462,1568181809002
1092,1092,350,Accelerometer,1.7049623294611251,-0.5986158346365938,2.4091098524591104,1568181809004
1094,1094,350,Accelerometer,0.8783385872637626,0.36636778169960177,2.136934013081546,1568181809006
1095,1095,350,Accelerometer,0.014535632002633442,1.336691086470832,1.9241151209418574,1568181809008
1097,1097,350,Accelerometer,-0.7108009507398081,2.148298234385148,1.8421563578592384,1568181809010
1099,1099,350,Accelerometer,-1.2129464878774305,2.7596115084051247,1.8559500873880395,1568181809012
1101,1101,350,Accelerometer,-1.5090264768728288,3.141342984977781,1.8896079582557346,1568181809014
1103,1103,350,Accelerometer,-1.6478908934651066,3.2439729670457433,1.9416898813381842,1568181809016
1105,1105,350,Accelerometer,-1.6695472444500306,3.143256797814068,2.0470182413178657,1568181809018
1107,1107,350,Accelerometer,-1.598933906399432,3.0284453505578837,2.1700857547511716,1568181809020
1109,1109,350,Accelerometer,-1.4737603412880054,2.989537644541609,2.2058542455410146,1568181809021
1111,1111,350,Accelerometer,-1.3487408420277638,2.916672859853275,2.0726037775218913,1568181809024
1113,1113,350,Accelerometer,-1.2200390499924147,2.6309645249894733,1.77225454216072,1568181809026
1116,1116,350,Accelerometer,-0.996963911944446,2.0840536221246815,1.3662861727489317,1568181809028
1117,1117,350,Accelerometer,-0.6264649098139761,1.4222844665136498,0.9225436049289463,1568181809030
1119,1119,350,Accelerometer,-0.1909030842215992,0.8312408229108906,0.49718892523948355,1568181809032
1121,1121,350,Accelerometer,0.20828192307935475,0.3013090450432909,0.1301356427291483,1568181809034
1123,1123,350,Accelerometer,0.5997338866234998,-0.3690823517291442,-0.16863655341022585,1568181809036
1125,1125,350,Accelerometer,1.0317347901479366,-1.224683812416954,-0.4051300357622879,1568181809038
1127,1127,350,Accelerometer,1.3587540921248884,-1.91363082565757,-0.6024272990118011,1568181809040
1129,1129,350,Accelerometer,1.345136867200291,-2.027138665254228,-0.8480622998242775,1568181809042
1131,1131,350,Accelerometer,0.9855033917102229,-1.5993342406481346,-1.2447672935750371,1568181809044
1133,1133,350,Accelerometer,0.5190432754322045,-1.0129878552544458,-1.766337767099927,1568181809046
1135,1135,350,Accelerometer,0.11718569707005774,-0.4999540899167078,-2.25478171777234,1568181809048
1137,1137,350,Accelerometer,-0.26870820954403485,0.023141394512399667,-2.5601042109185355,1568181809050
1139,1139,350,Accelerometer,-0.7430021487666734,0.6963811684906172,-2.617564681468165,1568181809052
