Unnamed: 0,statusId,sensorName,valueX,valueY,valueZ,timestamp
1479,191,Gyroscope,-0.001175207192982171,0.022197260861851444,0.0011695851128437763,1552184058777
1481,191,Gyroscope,-0.0024189304160534874,0.011005401528156983,-0.00307270078644639,1552184058778
1483,191,Gyroscope,-0.009342421137850353,0.01024443662479196,-0.01792384044447057,1552184058780
1485,191,Gyroscope,-0.013409615295791624,0.0049094218235480516,-0.017307599289948124,1552184058782
1487,191,Gyroscope,-0.005243814183039783,-0.016072475737970097,0.0141831088060365,1552184058784
1489,191,Gyroscope,0.011996072323891365,-0.034665734616768036,0.04019751042315286,1552184058786
1491,191,Gyroscope,0.02760042901002683,-0.03705836991357315,0.02790708043740388,1552184058789
1492,191,Gyroscope,0.032778523968099264,-0.037445265866859,0.0039107287234781424,1552184058791
1495,191,Gyroscope,0.028034952411827425,-0.04269933064110099,0.00826978802548709,1552184058792
1497,191,Gyroscope,0.023233161168297354,-0.03833370675668699,0.03021605942642783,1552184058794
1499,191,Gyroscope,0.02563496183098826,-0.02930097087720711,0.030544694639077538,1552184058796
1501,191,Gyroscope,0.031221786723298374,-0.04075065402908775,0.0018239960255196903,1552184058799
1503,191,Gyroscope,0.031945810823705206,-0.026240358497635265,0.01598340509122669,1552184058800
1504,191,Gyroscope,0.027632009055494865,-0.026240358497635265,0.01690826287484256,1552184058802
1507,191,Gyroscope,0.02554428088832558,-0.03574558767443595,0.013117582744340921,1552184058804
1509,191,Gyroscope,0.027113566495241718,-0.007298914370723986,0.03254247412273204,1552184058807
1510,191,Gyroscope,0.02424627660897654,-0.006433144776095436,0.026608053938215984,1552184058809
1513,191,Gyroscope,0.01644013134495604,-0.018942014298209117,0.013970357793753713,1552184058810
1515,191,Gyroscope,0.015272919708848021,-0.02399304852995533,0.01598340509122669,1552184058812
1517,191,Gyroscope,0.020846869454461348,-0.024312081677950837,0.026954591859010592,1552184058814
1519,191,Gyroscope,0.018373618018278384,-0.026240358497635265,0.02729001253946405,1552184058816
1521,191,Gyroscope,0.007991432257420782,-0.019702794493345093,0.01690826287484256,1552184058818
1523,191,Gyroscope,0.007823584450323804,-0.0009490176388094599,0.01970639275118811,1552184058820
1525,191,Gyroscope,0.019479797983040992,0.008934785262831394,0.05082610128453612,1552184058822
1527,191,Gyroscope,0.02083980470519728,-0.008806741681932548,0.026954591859010592,1552184058824
1529,191,Gyroscope,0.0030972130265827257,-0.03848765365689945,0.02729001253946405,1552184058827
