PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,surface_id
0.9490542784996607,1.972826754331257,-2.281177113965532,10.814090355103295,-0.11192896947867147,1.46234677293451,-2.0558158703825713,-1.3703208825206092,-2.6424635891234285,2.697321395787444,-3.029541287141326,-7.135544046039093,9
-0.01882163155080918,0.8152672248191593,1.3309579428291416,4.340533407617547,-1.9733029910755635,1.1862695941305859,-1.2546012119338603,-2.2527669721727133,-0.9927533740956319,-4.457309631208293,-5.066977257198227,1.1114774103866283,9
-2.3970212534321633,-1.5849864100442206,-1.8231817314732621,-0.5289128184332827,-0.23576082477870636,0.6518344081485025,-0.4317777108950965,-0.24521558331259233,0.11653250886915423,0.27345719647418426,-0.21419553067774608,1.3893173403202956,7
-2.3621980659090815,-1.2354916301439425,-1.2299380931821715,-0.5419897385233404,0.23994882418664376,0.5261074575875097,-0.510722057792278,-0.0036283795610486435,-0.3166802329288624,0.5625215225794037,0.15170057798373202,1.398548137122585,7
-2.4319190647538207,-0.8953421527746716,-0.7621308300114218,-0.5271073716300161,0.42881824506996924,0.4468144056097961,-0.20356081379606755,0.17835421126784734,0.26564305059770005,0.832291939438937,0.2775130676012341,1.0261109167313718,7
-2.5812354607543413,-0.5262120996366842,-0.4865822644018083,-0.4184897170456073,1.0352197836046755,0.5941062248213257,0.3040851936332884,-0.12753011014857096,0.7041701351400568,0.35047891351777605,0.7992496211115909,0.5337045134637354,7
-2.638269372328762,-0.6262316824470796,-0.9914935730608502,-0.513343472476484,0.40543264373725874,0.4703124487211755,0.41719947552165154,0.0746657100425265,0.7260681704954084,0.7170210102188131,-0.018374463104318027,0.7028477660748041,7
-2.5645949767448046,-0.664497311237908,-0.6913748092687068,-0.5399290910047032,0.6120243348548118,0.7362802155806633,0.43795908102291004,-0.29994984547439757,0.3440625867730911,0.08391682234262063,-0.7317158476476906,0.9720897998201529,7
-2.520026118461009,-0.7544489440231567,-0.6894153409912946,-0.6081674633681752,0.5662208052239353,0.8039988325241023,-0.02956465648183108,-0.1614774032857962,0.18418136296678828,0.2488499422609078,-0.8888355984195748,1.0156399084251442,7
-2.5275487128176244,-0.5197520011622645,-1.0339063217738955,-0.529076346771368,0.26537543139770997,0.3932397988154599,0.1875818883986534,-0.059365321536003976,0.07778978098601266,0.9243149450391128,-0.5163084681739273,0.511630686991992,7
-2.4331774179643175,-0.31165485995175685,-0.5891214593797798,-0.39874999134627204,0.5793595199303896,0.3672561040956428,0.040293698421321744,-0.19408899690896045,-0.21802942435204123,0.9674226519616443,-0.3164099893001185,0.891934764738629,7
-2.4695977348512748,-0.7277440441822355,-0.4952638125218252,-0.42999908690209,0.812781170627539,0.7337911495715721,-0.3681810266616983,-0.02554799991462956,-0.13421414080110572,0.6703185886055908,-0.014903700888012275,1.1015416369395157,7
-2.5880830951538254,-1.2360463871677934,-2.0137686260785332,-0.11633965184361754,-0.07162463503237061,0.7170269201839061,0.3679447777852964,0.04081794872634413,0.46380675211871053,0.3102437947413054,-0.570247343197773,0.661135340170462,7
-2.6421978251463836,-1.8813935308381389,-3.157133934871951,-0.2851795951600159,-0.6898690372185189,0.6579913831765457,0.6784931763552982,-0.13282744851283318,0.23308046250415757,0.014365216600859371,-0.03175313440235175,0.9488245333842333,7
-2.6947957394494892,-2.3921394227381714,-3.7229565362171018,-0.21714629566300825,-1.0049245791728285,0.43921581505153345,0.33039760385741274,-0.05556963580063866,0.4063429760159949,-0.2048334952410705,0.5426738890008758,1.2949802949217546,7
-2.7898127604070124,-2.1342865316321387,-2.9361347448709463,-0.1559567753917494,-0.5099186660566406,0.5468207894111701,0.12490344664095857,0.06599444714758877,0.9810417453269079,0.33367748642064116,0.00541613740479532,1.1338906444003811,7
-2.694754297897196,-1.10685122600866,-1.5075757065477717,-0.47255388408391746,0.4642871182386812,0.7139271760319909,0.40923280506655113,-0.3544262974302853,0.17418507191862664,0.8007687624540115,-0.19845141413593023,1.085137438496011,7
-2.683103825818565,-0.5451182558029996,-1.125022609074932,-0.2831946949816567,0.5793089059490343,0.5093931351878958,0.5891254865197203,-0.10763218835186342,0.5185566241491196,1.0255181266057742,-0.18880687489517928,1.026210794672548,7
-2.6501700406968967,-0.5864793016948294,-1.3361541548826323,-0.1689853377266682,0.22094274002670383,0.3028299773461899,0.5097090448427609,0.09998082369302567,0.5217724232040357,1.1325372471516963,-0.05221865743006167,0.7175636238436385,7
-2.442346698742416,-0.45273026215466033,-0.9520429898874241,-0.3116634903164201,0.09755633414337674,0.24723719357043147,0.14260766479837458,0.126009622362126,0.48073357645033526,1.2230834184983848,-0.1993036688077982,0.4231585201797231,7
-2.6093375310487823,-0.7662284298263107,-0.8362109885810026,-0.44377655293044044,0.7293934183539725,0.9392807815880124,0.10109700315366138,-0.22491930566071455,0.766611155760645,0.5242234080261858,0.007075389466771068,-0.24782627509433974,7
-2.763837698186206,-1.1033929975773489,-1.5256494033687984,-0.5355886597560868,0.14524345370062614,0.869212088704434,0.19012859797306775,-0.0531257014773816,0.4194937539750284,0.8260836217356788,-0.7513794151230592,0.26678899350587315,7
-2.7543489616424344,-1.1508631754099365,-1.4944470595686679,-0.31454111542635094,0.5884484168536445,0.7469736097612097,0.556296444535308,-0.22847177237011052,0.4541561757231658,0.6685529772526128,-0.06194906545683002,0.5086158802909763,7
-2.744718854001445,-0.6336650426669009,-1.3895927553102987,-0.16212393814314527,0.4436628303140478,0.3105318362126486,1.0899482161368692,-0.1790498730932464,0.3262543159788574,1.324416222210731,-0.31197703583926084,0.22321796963184776,7
-2.6995595592460053,-0.5474710391426552,-1.5276183644706463,-0.3534216264277298,0.14507754295335787,0.23893531535084916,1.0831948154714475,-0.3377749862024685,-0.27178486062657436,1.1514467727230062,-0.8750648148842118,-0.008148249260722178,7
-2.6824744373892986,-1.1724368895576653,-1.7515188007870492,-0.6581139152841974,0.07727188213235454,0.6682155785596567,0.2729911399503937,-0.2863106280067189,-0.28114843357101377,0.5186878131097213,-0.727382362619639,0.17976602375300507,7
-2.7033832393383603,-1.271544498231457,-1.7394355718610135,-0.6742453230552399,0.13131510922374534,0.8039804500828275,0.2837889112060883,-0.28424107950620514,-0.42929410647486954,1.0342805998109545,-0.5946427312942408,0.058031601883263534,7
-2.6894462352329236,-1.0221556517525203,-1.7163368649635253,-0.4842890252994738,0.06483388929509498,0.46080548943924043,0.2540526532236233,-0.150401666077355,-0.10039575673183233,1.1452799132009404,-0.49253373318582827,0.15410995313060366,7
-2.6834410660255714,-1.0526513079473456,-2.2468518064049747,-0.13669965610717558,-0.47568277306909734,-0.0520890340176816,0.36248890691420316,0.12331450034777251,0.9259042361255305,0.5566195985944394,0.3062392393162336,0.7249469344542964,7
-2.9047465550415286,-1.2835471388390969,-3.00149636811306,0.15061253610864428,-0.490160444286812,0.026496499671975787,1.2625507147028934,-0.14726408351928966,0.943886438594418,0.9165470450667262,0.6277620561798282,0.8372353674882393,7
-2.816828077914191,-1.0137379871304062,-2.5507561024346184,-0.1302120930520208,-0.2510714507494601,0.33237339343120076,1.1453243819106365,-0.40111505180160856,0.07074349202665423,0.9295206530507971,-0.2538653997443555,0.4479483003363824,7
-2.653407147661204,-0.8131213329566195,-1.7409143590234721,-0.5809727164987392,-0.020096584696345024,0.5692738045641623,0.6229889290328773,-0.7889034483232417,-0.6434253873789215,0.2574011889451317,-1.245673408220601,0.23071285111826415,7
-2.676298723135554,-1.603617555477022,-3.499713688466586,-0.4519835640199045,-0.9203815904863605,0.3957414976034704,1.4022909019021197,-1.1696819774993643,-1.0821971760813665,-0.04052890342560902,-0.3119494441299171,0.3234876755915755,7
