timestamp,sensorName,valueX,valueY,valueZ
1624967487543,Gyroscope,-0.06019919395159647,0.028939248688628634,0.0667158865163309
1624967487548,Gyroscope,0.026484532992267017,0.04439937944555969,0.12158702593228386
1624967487552,Gyroscope,0.10771798983577249,0.1248228287565537,0.0798887959344644
1624967487556,Gyroscope,0.12421517022530448,0.2624442063417079,-0.06779076267881518
1624967487559,Gyroscope,0.01682177297175021,0.37818478345144463,-0.2252725914621493
1624967487563,Gyroscope,-0.17887687792267828,0.41206607009249996,-0.2765013626979139
1624967487568,Gyroscope,-0.3368410486105785,0.38406391361224346,-0.2058510847750451
1624967487572,Gyroscope,-0.3471649163142433,0.3383928032216027,-0.11339702198023865
1624967487575,Gyroscope,-0.20299466482182071,0.27615626383266123,-0.09400163000894272
1624967487579,Gyroscope,0.006210954141036354,0.18725373472102336,-0.13718621748799867
1624967487583,Gyroscope,0.1623314233574276,0.1111118361843336,-0.18209680757913738
1624967487588,Gyroscope,0.18812651525203303,0.10568523465852586,-0.21488428422706937
1624967487591,Gyroscope,0.08766269593205095,0.16274166185697736,-0.2408385318366981
1624967487595,Gyroscope,-0.058208718704195486,0.22165764531189527,-0.2185606308330182
1624967487599,Gyroscope,-0.1492543004173305,0.2669632445109642,-0.11464295240328795
1624967487604,Gyroscope,-0.14369351197486926,0.3170410760985518,0.013618725310384768
1624967487608,Gyroscope,-0.07936955326844258,0.3290604832625712,0.059764096109038906
1624967487611,Gyroscope,-0.012103923399008721,0.24575033444219052,-0.03176661945021529
1624967487615,Gyroscope,0.04186792611858136,0.11268128071958888,-0.22167180297597008
1624967487619,Gyroscope,0.08812584000385476,0.026168681688783592,-0.3900528349561709
1624967487624,Gyroscope,0.11765359976620307,0.02765168269653313,-0.4113468007790766
1624967487628,Gyroscope,0.11159951869475987,0.1320617827787401,-0.26524033621135257
1624967487631,Gyroscope,0.05129623938286866,0.3226868127350023,-0.05553598378337782
1624967487635,Gyroscope,-0.0750701421226235,0.45343042002919426,0.09212651429455401
1624967487639,Gyroscope,-0.2235197960481659,0.3376195511904657,0.10621881250891821
1624967487643,Gyroscope,-0.2615603884462943,-0.002338849516411036,-0.034404246067399676
1624967487648,Gyroscope,-0.06731172843233516,-0.31057138243409227,-0.2756465618575993
1624967487651,Gyroscope,0.3046074529439601,-0.3337961023912337,-0.4441141620941891
1624967487655,Gyroscope,0.6019210209194612,-0.021492398187805267,-0.35297693833292265
1624967487659,Gyroscope,0.5642580094001117,0.4158260585309421,-0.029193480724689094
1624967487664,Gyroscope,0.15593034111318216,0.6156600784801808,0.25986842644987235
1624967487667,Gyroscope,-0.36283447631558013,0.3980156602520638,0.2918953041437597
1624967487671,Gyroscope,-0.6020821468034877,0.021439355264892004,0.11689299259138759
1624967487675,Gyroscope,-0.3549499583447577,-0.08166283873744022,-0.06478825993681805
1624967487680,Gyroscope,0.19263969068229184,0.16427858495602946,-0.140582873217739
1624967487683,Gyroscope,0.5946702341669654,0.42042914625155897,-0.12458139251816569
