Unnamed: 0,statusId,sensorName,valueX,valueY,valueZ,timestamp
2533,139,Gyroscope,0.0364500330527263,0.0760492434022452,-0.005941687759723617,1551131591647
2535,139,Gyroscope,-0.018913631712253805,-0.10286037703421518,0.0037002547843008496,1551131591656
2537,139,Gyroscope,-0.034190459705120774,-0.08588318295790026,-0.010185682203924486,1551131591666
2539,139,Gyroscope,-0.04085229997543373,-0.03158198300463145,-0.03293132528244814,1551131591677
2541,139,Gyroscope,-0.07014331391946255,-0.13493930054557227,-0.007555353899126045,1551131591687
2543,139,Gyroscope,-0.08961672136968728,-0.2139725786716444,0.08747463080373391,1551131591696
2545,139,Gyroscope,-0.07500616520332772,-0.03979136532879709,0.1690359776059662,1551131591706
2547,139,Gyroscope,-0.05954193099201021,0.16775335819052334,0.14377067719306239,1551131591717
2549,139,Gyroscope,-0.0612622442122442,0.10061062191067839,0.051816895332270435,1551131591727
2551,139,Gyroscope,-0.05114958919656037,-0.07492367036982472,0.0067727926242040805,1551131591737
2553,139,Gyroscope,-0.027214926758366405,-0.08486979782711143,0.027589332928682524,1551131591746
2555,139,Gyroscope,-0.02298562517706755,-0.06349798534510745,0.04346047917096848,1551131591756
2557,139,Gyroscope,-0.02000296139239175,-0.1501901472560304,0.020256401547334307,1551131591767
2559,139,Gyroscope,0.027650290540160324,-0.14386618643011337,-0.013876541607315303,1551131591777
2561,139,Gyroscope,0.0723723075257284,-0.003097629859217167,-0.03172964139983491,1551131591786
2563,139,Gyroscope,0.03847500685800045,0.01666879411913368,-0.03421727551373432,1551131591796
2565,139,Gyroscope,-0.016589013884256786,-0.07571058039896038,-0.03265887828251972,1551131591807
2567,139,Gyroscope,-0.004037423284308244,-0.06523264891730826,-0.031260890567410125,1551131591817
2569,139,Gyroscope,0.02145269813632614,-0.027061032147745658,-0.02616297101403616,1551131591827
2571,139,Gyroscope,-0.010717815378040394,-0.09041741023642273,-0.017452926151504476,1551131591837
2573,139,Gyroscope,-0.03774009529341959,-0.1003962977728631,-0.012538830757123915,1551131591846
2575,139,Gyroscope,-0.0055892500457967315,0.009376255709362631,-0.01027625807915041,1551131591856
2577,139,Gyroscope,0.02072463167665633,0.03638389178757359,0.0027691666664975546,1551131591867
2579,139,Gyroscope,-0.0054257289614663175,-0.05695401234645585,-0.023124879781961417,1551131591877
2581,139,Gyroscope,-0.030505353826686017,-0.0638462940532296,-0.023124879781961417,1551131591887
2583,139,Gyroscope,-0.01228595257151411,0.04305123906440707,-0.017452926151504476,1551131591896
2585,139,Gyroscope,0.01643216783871629,-0.02925490457031117,0.016232832869999995,1551131591906
2587,139,Gyroscope,0.026170667182643506,-0.0005053741577758127,-0.00706951813191927,1551131591917
2589,139,Gyroscope,0.03300830799969474,-0.04073291745500691,-0.023124879781961417,1551131591927
2591,139,Gyroscope,0.04334579426742176,-0.02925490457031117,-0.029640490959342305,1551131591937
2593,139,Gyroscope,0.04203455715954662,-0.04670034223425299,-0.029921168757596095,1551131591947
2595,139,Gyroscope,0.03720452899572834,-0.05419393728100046,-0.031353727949911744,1551131591956
2597,139,Gyroscope,0.04332403691758132,0.0012889508551480744,-0.033963985919319505,1551131591966
2599,139,Gyroscope,0.04600254196877964,0.03827358396356215,-0.02934377121754173,1551131591977
2601,139,Gyroscope,0.035109559595576795,-0.0027797944009617173,-0.015973675617609203,1551131591987
2603,139,Gyroscope,0.02858055088300132,-0.04584890239980462,-0.004960331800689644,1551131591997
2605,139,Gyroscope,0.03828800600531643,-0.018595711861890032,-0.0047242149735336764,1551131592006
2607,139,Gyroscope,0.04639773585092638,0.01976953658677872,-0.007073563320174096,1551131592016
2609,139,Gyroscope,0.033234271940732515,-0.028788569938183073,-0.0034928806894362436,1551131592027
2611,139,Gyroscope,0.02262727574572268,-0.08250959937016439,-0.013269764186956926,1551131592037
2613,139,Gyroscope,0.050330911728230905,0.023267875441771085,-0.05932172336419074,1551131592047
2615,139,Gyroscope,0.03973003183096005,-0.026387508634650503,-0.023237179294203325,1551131592057
2617,139,Gyroscope,0.03446204214945132,-0.04473140411927276,-0.015973675617609203,1551131592066
2619,139,Gyroscope,0.03828800600531643,-0.018595711861890032,-0.044885315125170716,1551131592077
2621,139,Gyroscope,0.03973003183096005,-0.12836173311236468,-0.0003645141088753287,1551131592087
2623,139,Gyroscope,0.08339133077617239,0.09704932009617323,-0.000502756783699347,1551131592097
2625,139,Gyroscope,0.04012564493512784,-0.026387508634650503,-0.023237179294203325,1551131592106
2627,139,Gyroscope,0.0319725615170644,-0.1746446919794454,-0.048186201740955344,1551131592116
2629,139,Gyroscope,0.13220998442753915,0.008404461119466404,-0.010039875787977697,1551131592127
2631,139,Gyroscope,0.02262727574572268,-0.028060387758919884,-0.04644339882516825,1551131592137
2633,139,Gyroscope,0.07972681321489129,-0.041247801306037855,-0.014202080221099901,1551131592147
