sensorName,valueX,valueY,valueZ,timestamp
Accelerometer,0.20664854991030013,1.5976306941971683,1.1431759903496317,1567456244488.5107
Accelerometer,-0.1187043198051605,1.6000484241825834,1.028706502945949,1567456244498.6184
Accelerometer,-0.05245087910814653,1.6168219433470452,1.043316049079536,1567456244508.7263
Accelerometer,0.26074711798848965,1.650308238257479,1.2287080825730794,1567456244518.834
Accelerometer,0.4533769969902317,1.6783788051583932,1.477301939903322,1567456244528.9417
Accelerometer,0.516304634717928,1.647789757938108,1.5862691442949428,1567456244539.0493
Accelerometer,0.6528469853094035,1.5367901446949643,1.421170080948663,1567456244549.157
Accelerometer,0.757031689958378,1.4415992882952815,1.051460883110444,1567456244559.2646
Accelerometer,0.5708220024004791,1.478227940048519,0.7498713749330852,1567456244569.3726
Accelerometer,0.24198614459949172,1.5805207742597451,0.7883540470121337,1567456244579.4802
Accelerometer,0.1310324711889551,1.579443773673676,1.1253242026156955,1567456244589.588
Accelerometer,0.15994917938564474,1.4757967195024102,1.405966263352315,1567456244599.6956
Accelerometer,-0.028442604817190985,1.4104028077725699,1.42936798642681,1567456244609.8032
Accelerometer,-0.3998209322121559,1.418045499234008,1.4085554014534385,1567456244619.9111
Accelerometer,-0.6338696758719283,1.4501277416672345,1.5269031743337202,1567456244630.0188
Accelerometer,-0.6997390612056815,1.5323637947802276,1.5476663271028075,1567456244640.1265
Accelerometer,-0.7467593302149774,1.6442838972434113,1.2690659074320823,1567456244650.2341
Accelerometer,-0.7164875856542099,1.5899005055343038,1.0245621666486298,1567456244660.3418
Accelerometer,-0.5849458953410627,1.2918753943203471,1.160205009959551,1567456244670.4497
Accelerometer,-0.5007786933993981,1.0680154945440492,1.3804747399818798,1567456244680.5574
Accelerometer,-0.20719465328671327,1.238226548562523,1.3105291243361734,1567456244690.665
Accelerometer,0.8078974222010347,1.5701165476418353,1.2458225004777548,1567456244700.7727
Accelerometer,2.027660047814262,1.5663697936554137,1.5579338673018848,1567456244710.8804
Accelerometer,2.038513915050834,1.1982539135906587,1.954565243596978,1567456244720.9883
Accelerometer,0.7083941255115329,0.819675965662338,2.0841373351133448,1567456244731.096
Accelerometer,-0.17560397278074238,0.5382212103674133,2.1452548864918586,1567456244741.2036
Accelerometer,0.6816832070011711,0.3420467547979722,2.3257588649490453,1567456244751.3113
Accelerometer,2.3338519871932117,0.5190090488279346,2.4416615599082783,1567456244761.419
Accelerometer,3.1109015377033096,1.1433961757339584,2.4503319839435496,1567456244771.5269
Accelerometer,2.8427499348019287,1.6077349474185696,2.575969016688253,1567456244781.6345
Accelerometer,2.7051585966794662,1.444434129342529,2.826397123936471,1567456244791.7422
Accelerometer,3.439945794645124,1.0433432982741626,2.9147841413022544,1567456244801.8499
Accelerometer,4.523820748362766,0.9368509989462528,2.607170115391577,1567456244811.9575
Accelerometer,2.384152546108264,1.0032664225224275,1.9101092993800945,1567456244822.0654
Accelerometer,4.742421241438368,0.8884781777552371,1.0957869239879083,1567456244832.173
Accelerometer,4.056006158082448,0.671603685031114,0.5949520797316361,1567456244842.2808
Accelerometer,3.320804273803449,0.6358663629073121,0.6375363771193594,1567456244852.3884
Accelerometer,2.6335797255254727,0.7507042158948055,0.999237390380447,1567456244862.496
Accelerometer,2.076577062347358,0.8115841064685537,1.262461890756852,1567456244872.604
Accelerometer,1.715055160456251,0.8399324065917717,1.2586502613740223,1567456244882.7117
Accelerometer,1.5443570380407603,0.9806463374882771,1.1165975467283553,1567456244892.8193
Accelerometer,1.6166260877417495,1.201498207608323,1.009806723163094,1567456244902.927
Accelerometer,1.963849235356928,1.3565459119968988,1.0550093653596755,1567456244913.0347
Accelerometer,2.384152546108264,1.3622696903536093,1.3033361269688741,1567456244923.1426
Accelerometer,2.644050178460134,1.191218579214231,1.5896818262748633,1567456244933.2502
Accelerometer,2.8437051297251625,0.9336287030878221,1.597054192289914,1567456244943.358
Accelerometer,3.259766184761728,0.8529957688145846,1.317641965133881,1567456244953.4656
Accelerometer,3.9589387347223477,1.0518830528325136,1.160808264986803,1567456244963.5732
Accelerometer,4.832318715442718,1.2115762845452638,1.3661965524395727,1567456244973.681
Accelerometer,5.738694932242933,1.0303710586905512,1.6474495460067309,1567456244983.7888
Accelerometer,6.3877213234768755,0.6599105519343325,1.6849238096381578,1567456244993.8965
Accelerometer,6.490119158836774,0.3870563110969599,1.7213176733243185,1567456245004.0042
Accelerometer,6.178101669347848,0.31305812122209,2.2348106993057613,1567456245014.1118
Accelerometer,5.7699112362279354,0.5841423945968345,1.5896818262748633,1567456245024.2195
Accelerometer,5.209371160660595,1.2993543668192684,1.5896818262748633,1567456245034.3274
Accelerometer,4.474057468007077,1.9742521870986502,1.7229561322337645,1567456245044.435
Accelerometer,4.138477947472063,1.9221557484352438,1.3239073459741681,1567456245054.5427
Accelerometer,4.517052914685314,1.3695680550815563,2.088826046451621,1567456245064.6504
Accelerometer,4.930173143930926,1.223125602395203,2.455546111862019,1567456245074.758
Accelerometer,4.883923823534703,1.6481995221392807,1.3777957688827258,1567456245084.866
Accelerometer,4.891645631244543,1.964673841020168,0.037091434747087815,1567456245094.9736
Accelerometer,5.157105955575894,1.8686269216041418,-0.12436894643245631,1567456245105.0813
Accelerometer,4.955685621371167,1.6177841706060585,0.7578015505192944,1567456245115.189
Accelerometer,4.280245300368263,1.0353766733182883,1.5841817691807754,1567456245125.2966
Accelerometer,4.407916225167248,-0.6020558095267559,1.5069187079617712,1567456245135.4045
Accelerometer,5.809594887615287,-3.285112753102923,0.5514056310757363,1567456245145.5122
Accelerometer,7.119106745624325,-5.631816707688855,-0.5001975512995965,1567456245155.6199
Accelerometer,7.170081471861646,-6.249876581585919,-1.057227917286252,1567456245165.7275
Accelerometer,6.499018154134141,-5.240034355947364,-1.2597778520299805,1567456245175.8352
Accelerometer,5.935102140218694,-3.733125022079563,-1.3380477025530524,1567456245185.943
Accelerometer,5.235777954066108,-2.6101495106094736,-1.2801373446916564,1567456245196.0508
Accelerometer,4.03147239620185,-2.244962749936147,-1.4417175473586488,1567456245206.1584
Accelerometer,2.875813324344476,-2.7302107244251443,-2.522334634946391,1567456245216.266
Accelerometer,2.4537643330606795,-3.7011951478324105,-4.4862824637070435,1567456245226.3738
Accelerometer,2.510527293551643,-4.42377006084023,-6.1615709407080095,1567456245236.4817
Accelerometer,2.343637596138441,-4.518424425908938,-6.434004249566479,1567456245246.5894
Accelerometer,1.9008937945796192,-4.2965595678828725,-5.594925674481461,1567456245256.697
Accelerometer,1.6078938426538754,-4.222920800376648,-4.990029502977233,1567456245266.8047
Accelerometer,1.3216324380742566,-4.450100306354651,-5.353089679932612,1567456245276.9124
Accelerometer,0.2170870035900409,-4.910414487699881,-6.106127659613506,1567456245287.0203
Accelerometer,-2.2844081941364145,-5.3064105252762825,-6.426590443422329,1567456245297.128
Accelerometer,-5.913844418443048,-5.011406381346709,-6.187944951726589,1567456245307.2356
Accelerometer,-9.722290115991836,-3.688673141298203,-5.572975426085874,1567456245317.3433
Accelerometer,-12.568911956278003,-2.044760813532501,-4.676426794660871,1567456245327.451
Accelerometer,-13.762064530743103,-1.2111572978821479,-3.8286164486052474,1567456245337.5588
Accelerometer,-13.545021462053635,-1.3820786878573805,-3.5053919785765055,1567456245347.6665
Accelerometer,-12.811719530756761,-1.7834458983720052,-3.686158776889856,1567456245357.7742
Accelerometer,-12.214013875317987,-1.8206389393799856,-3.831077067404205,1567456245367.8818
Accelerometer,-11.674912289107603,-1.5522118549857353,-3.4889962032807578,1567456245377.9895
Accelerometer,-10.824050211956063,-1.2567052161225423,-2.635244855872526,1567456245388.0972
Accelerometer,-9.632923698810448,-1.1341101520647607,-1.6016569594021084,1567456245398.205
Accelerometer,-8.317822836854738,-1.3114687783522325,-0.8541188350783513,1567456245408.3127
Accelerometer,-6.8459090169197765,-1.788451726871154,-0.6014682245253036,1567456245418.4204
Accelerometer,-5.070991745815167,-2.4028835962995383,-0.5609542760482036,1567456245428.528
Accelerometer,-3.311718767036831,-2.963087669827388,-0.3840143884064257,1567456245438.6357
